id	textes	classes
62	J'ai vu beaucoup de films, de très mauvais et de très bons, comme la plupart des gens. Mais les plus beaux que j'ai pu voir sont en parti signés Hayao Miyazaki. Le Château dans le ciel c'est une épopée fantastique, remplie de magie et de poésie. Chaque film présente un nouvel univers, chaque film est unique et différent, mais on retrouve toujours le génie de Miyazaki et son incroyable talent à créer du rêve et c'est ça qui fait la force de ses films. L'histoire est passionnante et riche, pleine d'action et d'émotion. Les personnages sont attachants et drôles, la musique est d'une beauté incroyable, se mêlant parfaitement avec les images et enfin l'animation, comme à chaque fois, et un pur régale. Mes critiques sur ces films se ressemblent beaucoup, mais je me rend compte que c'est parce qu'ils sont parfaits, impossible de leur trouver un défaut et on retrouve à chaque fois les éléments qui en font de véritables chefs-d’œuvre.	1
63	La question que l'on peut se poser après avoir vu ce film est la suivante: que serait «La Garce» ou plus précisément quelle seraient les motivations pour le regarder s'il n'y avait pas Richard Berry et Isabelle Huppert à l'affiche? La réponse rien: voila un polar qui n'offre rien de nouveau certes, mais ce qu'il propose n'est absolument pas captivant, la faute à un scénario des plus alambiqués. La réalisation ne suit pas. Nous sommes confrontés à une petite production qui tente vainement d'égaler certains classiques du policier français des années 80. Sans succès donc. Unique satisfaction: le duo d'acteurs. Le reste est à oublier.	0
64	"Avant-première de ""Violette"" hier soir à France Télévisions. Le nouveau film de Martin Provost, le réalisateur multi-césarisé de ""Séraphine"", a pour héroïne l'écrivain féministe Violette Leduc. Elle fut la protégée de Simone de Beauvoir. Mais elle souffrit aussi de cet encombrant patronage. Emmanuelle Devos est comme à son habitude parfaite. Mais était-elle la mieux placée pour incarner une femme réputée pour sa laideur ? Sandrine Kiberlain incarne le Castor avec la révérence due à l'auteur du Deuxième sexe. Je n'avais pas compris le torrent d'éloges qui avait accueilli ""Séraphine"" à sa sortie. Son académisme intemporel ne m'avait pas convaincu. J'adresserai les mêmes critiques à Violette qui lui ressemble par bien des aspects. Cette histoire trop longue (2h19) d'une femme aliénée qui trouvera son salut dans l'art trouvera-t-elle son public ? Sortie le 6 novembre"	0
65	Un vrai bon sujet, de vrai bons acteurs et actrices, de l'humour, des sentiments, Steven Seagal est hyper attachant. Un super film d'action, que même les anti Seagal de base pourraient aimer. Sans doute l'un de ses meilleurs films, si ce n'est cinématographiquement le meilleur, une énorme surprise pour moi, je le recommande, je le dis, j'ai a-do-ré !	1
66	Excellent film. Tourné fâçon théâtre, le scénario est propice à des répliques bien senties pour un humour vache jouissif. Le tout est sublimé par les prestations toutes excellentes des actrices(Huppert, Darrieux et Sagnier en tête) et un scénario fourni. Le dénouement est de plus à la hauteur.	1
67	Encore mieux que le précédent! Clint Eastwood toujours aussi mythique et Lee Van Cleef devient le complice qu'il manquait dans le premier! A déguster tout le long pour un final extra!	1
68	Ce film est tout simplement fait pour les fan de voitures qui veulent voir encore et encore des films avec un maximum de voitures et de courses en voitures. Ici, vous n'avez pas des tonnes de voitures comme vous pouvez voir dans Fast & Furious mais vous avez tout de même une jolie Shelby (version nouvelle génération de la eleanor de 60 seconds chrono) que l'on voit du début à la fin du film ainsi que quelque autres voitures sympa qu'on voit sans plus (Série 6 par exemple). Par contre, des courses, vous en avez 1h30 non stop et ça, c'est cool !!!! Par contre, vous qui en avez rien à cirer des bagnoles, ce film n'est pas fait pour vous.	1
69	Un polar de Robert Enrico sur des dialogues de Michel Audiard que j'espérais à quelque chose de bien et ben c'est tout le contraire, je me suis beaucoup ennuyé !! Le début annonçait du bon, une dispute d'un couple dans un HLM ou la femme finit par tomber au sol de l'immeuble, le mari innocenté d'un soit disant meurtre, une blonde vivant en face qui n'a rien vu, un inspecteur de police a des soupçons, questionne son entourage et rentre dans la vie du présumé meurtrier qui en fait au fil de l'histoire pareil chez le policier. Malgré la bonne volonté de jeux des deux interprètes principaux, deux grands acteurs tels que Philippe Noiret et Michel Serrault plus des seconds roles comme Dorothée, Pierre Arditi ou Bernard Le Coq, ce film souffre d'une lenteur dans le déroulement de l'histoire, j'ai plus regarder l'heure de durée sur ma télécommande que ce long métrage passif. Ca manque de punch, un film à éviter.	0
70	Un chef d'oeuvre de Disney !! Une histoire et des chansons uniques !!	1
71	La bande annonce est tellement vendeuse que je suis allée voir ce film sans vraiment me poser de question - Erreur - l’esthétique est travaillée c'est sûr mais pas suffisant, le film est long et clairement chiant, le scénario est mauvais à souhait ! belle performance de torse toutefois	0
72	trés moyen comme film, un top gun version caisse la voix française de Tom cruise est assez insupportable , je crois que c'est celui qui double bruce willis, Kidman a un role de conne la super cruche qui sert à rien ,sinon c'est bien filmé les courses sont dynamiques un film à voir ou à revoir aux chiottes	0
73	"La période espionnageophile qui précéda le lifting de James Bond n'en avait pas fini avec Von Sydow, qu'elle rappelle à elle pour cet ersatz d'histoire vraie passée à travers les grilles hypothétiques d'un thriller et sa scénarisation. Tenant absolument à élever l'enquête au rang de la police militaire - estimant peut-être que la confrontation des deux mondes serait naturellement synonyme de plus de frissons -, le film arbore des répliques rendues puissantes par la carure de leurs énonciateurs. Il fallait bien ça, car elles ne servent guère que d'explications ou de remplissage ; du labyrinthe kafkaïen d'une investigation abracadabrante, on tombe très vite dans l'exclamation de substantifs niaiseux qui ne convainquent pas de l'utilité de leur existence. On ne sortira pas l'excuse de l'émancipation artistique ; rien de nouveau dans l'idée, les codes employés sont aussi aisément déchiffrables que ceux dont le bon factotum policier avait la tâche dans le film. Trop politisé pour se rendre compte qu'il perd totalement de vue son sujet – quelque or volé –, Brass Target volette paresseusement de digression distrayante en approfondissement des caractères. Il arrive au moins à donner un certain mouvement, une certaine épaisseur aux photos typiques qu'on étale sur le bureau de l'inspecteur ou du criminel. Mais aucun génie dans la recherche de l'exotisme chez les paysages suisso-allemands, ni vraiment d'intérêt dans une histoire qui cherche des ""rallongis"" pour arriver à des meurtres inévitables, qu'on connaît déjà comme si on était un prescient de Minority Report. Voilà d'ailleurs un anachronisme d'une piètreté comparable au film. septiemeartetdemi.com"	0
74	"Un film pénible. Pas par ce qu'il raconte, mais par sa volonté de faire ""à la manière de"". On sent la volonté d'un jeune cinéaste d'être sélectionné dans les grands festivals où il a découvert les films de Reygadas et Haneke. Derrière des allures de film rock'n roll, un film hyper formaté, qui applique laborieusement des recettes utilisées ailleurs, en plus brillant."	0
75	On s'explique mal comment un tel film ait pu sortir à la va vite, sans aucune publicité. Car Serko est une uvre unique, terriblement attachante et d'une simplicité qui touche aux valeurs humanistes. Le périple de Dimitri, voulant dénoncer auprès du Tsar les exactions de son gouverneur, et qui va traverser 9000 Kms sur un cheval, affrontant la peur, le froid, la faim, l'épuisement est purement et simplement captivant . D'autant plus que cet exploit nous est conté doublement et de façon originale. On suit ce petit cosaque, qui effectue son véritable parcours initiatique, traversant des paysages sublimes et effectuant des rencontres extraordinaires. Parallèlement à cela, son histoire est sublimée grâce au Français Fragonard (Jacques Gamblin toujours aussi enthousiasmant !) fabriquant de rêves et marionnettiste qui va raconter ce fabuleux destin dans nombre de villages en villes de l'Empire russe, lui conférant une stature de héros. Joël Farges nous offre un conte fascinant, émouvant, surprenant, en tout point magique et féerique et d'une pureté à l'image de ce petit homme courageux et admirable interprété par un jeune russe qui trouvera sa place dans le cinéma international tant il est doué, charmant et authentique : Alekseï Chadov. Courrez voir ce film français qui dénote dans le paysage cinématographique actuel et qui donne un plaisir fou.	1
76	La réalisation est anecdotique, la mise en scène est passable tout au plus. Les interprétations sont dignes, mais le résultat reste limite. La présence de la religion durant toute l'histoire pose la question de la croyance et de sa légitimité dans l'intrigue. Certaines séquences valent malgré tout le détour.	0
77	Un thème de départ qui laissait entrevoir une bonne comédie, ou au moins un film mettant en avant les difficultés de se rendre compte de son âge quand on vieillit. Mais malheureusement, on est loin du compte, car à part quelques moments sympathiques, le film est assez ennuyeux, dommage il y avait vraiment matière à faire mieux.	0
78	'Crazy in Alabama’ a été pour moi un véritable coup de cœur… littéraire. Là où le roman de M.Childress brille par un style d’écriture alerte et vivace, le film pêche par un travail presque trop propre et soigné qui lui en fait perdre un peu d’âme et de saveur. A la manière de ‘Beignets de tomates vertes’, ce film se laisse agréablement regarder grâce à un rythme enlevé et une belle reconstitution des années 60, mais le petit grain de folie du roman qui m’a souvent déridé les maxillaires a disparu. Les quelques libertés prises par Banderas ne sont pas étrangères à ma rancœur : exit les situations cocasses, les petits détails croustillants et les dialogues qui font mouche, changement de couleur capillaire pour Lucille, changement de série… En fait, j’aurais surtout aimé que Banderas accentue le contraste émotionnel de ces 2 histoires en amplifiant le ton loufoque de la folle escapade de Lucille et en alourdissant l’étouffante atmosphère électrique que j’ai pu ressentir à la lecture du dur apprentissage à la vie de PeeJoe et sa découverte des sentiments haineux et racistes de l’être humain face à la différence. D’ailleurs, ce sont ces 2 facettes du roman, délibérément écrites sur un ton narratif différent qui en font l’excellence de l’œuvre de Childress. Avec une telle base scénaristique, véritable ode à la liberté, dénonçant le soit disant rêve américain sous ses aspects les plus vils, ‘Crazy in Alabama’ ne pouvait qu’être un très bon film, finalement fort bien maîtrisé dans sa réalisation, et avec un très bon casting qui colle tout à fait à l’image que je m’étais faite (exception faite de M.Griffith que je trouve trop âgée pour le rôle). Oui, je l’avoue, mon seul défaut est d’avoir adoré le livre qui a désormais une place bien privilégiée dans ma bibliothèque, et ce, bien avant l’adaptation cinématographique. Sans ces jugements comparatifs, force est d’admettre que ce film est un très bon divertissement qui mériterait très certainement une plus grande reconnaissance.	1
